possibly_sensitive,created_at,lang,text,tweet_id,type,clean_tweet
False,2021-11-29T04:11:44.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465171596813824002,retweeted,"['offline', 'to', 'rt', 'man', '(', 'marvel', 'captain', 'everline', 'q', 'iron', '211128', 'sangyeon', ')', 'boyz', 'hero', 'america']"
False,2021-11-29T04:11:30.000Z,en,@AsianWifeTakes This guy is gonna die soon and black widow inherit his house and all savings,1465171534578913280,replied_to,"['house', 'soon', 'saving', 'guy', 'widow', 'black', 'going', 'inherit', 'die']"
False,2021-11-29T04:11:18.000Z,en,@DMcWildin That too idk their new writers don’t even try with the dialogue or the scripts. Like especially the black widow writers like how  do you have task master has a man as more in-depth characters  then just change it,1465171485748826116,replied_to,"['dialogue', 'new', 'try', 'writer', 'especially', 'man', 'master', 'script', 'widow', 'depth', 'character', 'like', 'black', 'idk', 'task', 'even', 'change']"
False,2021-11-29T04:10:29.000Z,en,Black Widow movie was pretty cool,1465171279036788748,,"['movie', 'pretty', 'cool', 'widow', 'black']"
False,2021-11-29T04:10:23.000Z,ja,私はマウスがLogicool G502 Hero、キーボードがRazer Black Widowのオレンジ軸デス。,1465171254827433987,,"['desu', 'widownoorenziZhou', 'hero', 'hamausugalogicool', 'black', 'Si', 'kibodogarazer', 'g502']"
False,2021-11-29T04:09:50.000Z,en,RT @lovelyYeyeP: Te amo black widow #ParaVencerAThanos https://t.co/ajyisasaxW,1465171116146659328,retweeted,"['rt', 'amo', 'widow', 'black', 'te']"
False,2021-11-29T04:09:31.000Z,en,Te amo black widow #ParaVencerAThanos https://t.co/ajyisasaxW,1465171038170279936,,"['widow', 'amo', 'black', 'te']"
False,2021-11-29T04:09:10.000Z,en,RT @studios_queen: Take a closer look at the incredible Black Widow Black &amp; White Suit 1/4 Scale Statues https://t.co/U8JAfzGtY1 via @YouTu…,1465170950710726662,retweeted,"['queen', '&', 'white', 'rt', 'incredible', '1/4', 'amp', 'statue', 'widow', 'scale', 'black', 'suit', 'closer', 'look', 'take']"
False,2021-11-29T04:07:11.000Z,en,"RT @Bisleri_maymer: No One 

MCU to Toni Stark and Black Widow before Endgame : https://t.co/enA4ch24uK",1465170448438628356,retweeted,"['mcu', 'one', 'rt', 'endgame', 'stark', 'toni', 'widow', 'black', 'maymer']"
False,2021-11-29T04:06:58.000Z,en,"Especially given the success of Winter Soldier, so weird that Marvel didn’t think a Black Widow movie would sell",1465170395124932619,,"['would', 'think', 'movie', 'weird', 'especially', 'sell', 'marvel', 'soldier', 'widow', 'black', 'winter', 'success', 'given']"
False,2021-11-29T04:06:58.000Z,en,@TheClemReport Has to watch Black Widow before Hawkeye though,1465170394961391619,replied_to,"['though', 'watch', 'widow', 'black', 'hawkeye']"
False,2021-11-29T04:06:41.000Z,en,@Irwinator2020 *gasp* you take that back! midsommar was masterpiece. i trade black widow for midsommar eventhough yelena is my baby girl,1465170325054713860,replied_to,"['masterpiece', 'yelena', 'eventhough', 'baby', 'midsommar', '!', 'gasp', 'trade', '*', 'widow', 'girl', 'black', 'back', 'take']"
False,2021-11-29T04:06:36.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465170303944839171,retweeted,"['offline', 'to', 'rt', 'man', '(', 'marvel', 'captain', 'everline', 'q', 'iron', '211128', 'sangyeon', ')', 'boyz', 'hero', 'america']"
True,2021-11-29T04:05:46.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465170092048666633,retweeted,"['fan', 'rt', 'content', 'join', 'lot', 'widow', 'black', ')', 'super', 'hot']"
False,2021-11-29T04:05:14.000Z,es,perdón pero mi único propósito en la vida era tener la película de black widow y verla en el cine y una vez q pude cumplirlo medio (bastante) q me chupa un huevo si no tengo la guita para ver una de marvel en el cine a menos q aparezca wanda ahi tome mi dinero querido hoyts,1465169957805826049,,"['un', 'medio', '(', 'dinero', 'pelicula', 'marvel', 'q', 'era', 'una', 'en', 'la', 'tome', 'aparezca', 'vida', 'vez', 'cumplirlo', 'cine', 'hoyts', ')', 'tener', 'huevo', 'pero', 'bastante', 'chupa', 'unico', 'guita', 'de', 'para', 'ahi', 'tengo', 'pude', 'ver', 'querido', 'mi', 'wanda', 'proposito', 'perdon', 'widow', 'el', 'black', 'verla', 'si', 'menos']"
False,2021-11-29T04:04:58.000Z,en,@rosessinn LIKE????? they had they ready to go for black widow and shang chi what is this 😭,1465169890919202816,replied_to,"['go', 'chi', 'widow', 'shang', 'ready', 'like', 'black', '?']"
False,2021-11-29T04:04:35.000Z,en,Watched Black Widow with Zurako on Disney+ last night. It’s all right. https://t.co/Ly6RUJ5cNS,1465169794634711041,,"['last', 'zurako', 'widow', 'watched', 'black', 'night', 'right', 'disney+']"
False,2021-11-29T04:04:23.000Z,en,"RT @BROKENHAWKEYE: ~ 𝑪𝑳𝑰𝑵𝑻 𝑩𝑨𝑹𝑻𝑶𝑵 / 𝑯𝑨𝑾𝑲𝑬𝒀𝑬 

Marvel Alternative Universe, Comics Based, Former SHIELD Agent And Avenger, Master Marksman,…",1465169745301450760,retweeted,"['BARTON', 'agent', 'shield', 'rt', 'alternative', '~', 'former', 'avenger', 'master', 'marvel', '/', 'marksman', 'based', 'HAWKEYE', 'universe', 'comic', 'CLINT']"
False,2021-11-29T04:03:36.000Z,en,"#NOWPLAYING Iggy Azalea - Black Widow 

CLICK HERE TO LISTEN 
➡️ https://t.co/vOgEUK2yXd  

#freqnetwork #rock #pop #hiphopmusic #rap #playlists  #dance #hiphop #top40 Follow us @freqnetwork",1465169547787481088,,"['u', 'azalea', 'click', 'follow', 'widow', 'iggy', 'black', 'listen']"
False,2021-11-29T04:03:00.000Z,pt,"RT @GNGeekNation: #Dune atingiu a marca de 102.2 na bilheteria doméstica.

Mundialmente o filme chegou a marca de 374.2 Milhões de Dólares.…",1465169398533173249,retweeted,"['filme', 'marca', '2', 'rt', 'de', 'chegou', 'bilheteria', 'domestica', 'atingiu', '102', '374', 'mundialmente', 'dolares', 'milhoes', 'na']"
False,2021-11-29T04:01:20.000Z,en,@RebelliousCheez she's been Black Widow since the Avengers movie. so they thought she should have been Asian before that?,1465168978893021189,replied_to,"['that', 'movie', 'since', 'avenger', 'asian', 'widow', 'black', 'thought', '?']"
False,2021-11-29T04:01:06.000Z,en,who wants to buy me yelena’s lesbian vest from black widow? i deserve it,1465168917534543881,,"['yelena', 'vest', 'deserve', ""'s"", 'want', 'widow', 'black', 'lesbian', '?', 'buy']"
False,2021-11-29T03:59:52.000Z,en,@PGIRPod @DipDeity @Hugh_Henne @iHeartRadio Get a GMC SIERRA Black widow.,1465168607852351495,replied_to,"['widow', 'gmc', 'get', 'sierra', 'black', 'henne']"
False,2021-11-29T03:57:10.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465167927317987336,retweeted,"['offline', 'to', 'rt', 'man', '(', 'marvel', 'captain', 'everline', 'q', 'iron', '211128', 'sangyeon', ')', 'boyz', 'hero', 'america']"
False,2021-11-29T03:56:41.000Z,en,i think a black widow needed a rewatch anyways,1465167809516752897,,"['think', 'needed', 'widow', 'anyways', 'black', 'rewatch']"
True,2021-11-29T03:56:33.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465167774158884869,retweeted,"['fan', 'rt', 'content', 'join', 'lot', 'widow', 'black', ')', 'super', 'hot']"
False,2021-11-29T03:56:29.000Z,es,"@mommyshark_l No ves que esta ensayando como la ""Black Widow"" de Anvengers ?👍 https://t.co/wGElFDkuz9",1465167757519904772,replied_to,"['la', 'anvengers', 'como', 'que', 'de', 'f', 'widow', 'l', 'black', 'esta', 'ensayando', '?']"
False,2021-11-29T03:56:06.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465167661852246025,retweeted,"['rt', 'anal', 'oral', 'never', 'pool', '!', 'decided', 'perse', 'get', 'slave', 'slut', 'fun', 'villa', 'use']"
False,2021-11-29T03:55:50.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465167594663542790,retweeted,"['fan', 'rt', 'lulamae', 'captain', 'widow', 'evans', 'scarlett', 'black', 'america', 'johansson', 'little', 'chris']"
False,2021-11-29T03:55:41.000Z,en,"catching up on Marvel films. 
Black Widow : fine. didn’t do a lot for me personally. Florence Pugh a gem though.
Shang-Chi : A+ superhero movie content. Very sick. Caught me off guard with the dragons.",1465167555828477952,,"['content', 'marvel', 'film', 'chi', 'sick', 'a+', 'dragon', 'gem', 'though', 'caught', 'superhero', 'lot', 'movie', 'personally', 'pugh', 'catching', 'guard', 'florence', 'widow', 'shang', 'black', 'fine']"
False,2021-11-29T03:55:35.000Z,en,RT @natashasmygem: black widow and shang-chi added to the iconic marvel introduction scene so true https://t.co/Nnc64QDhf3,1465167531946168321,retweeted,"['true', 'rt', 'iconic', 'introduction', 'marvel', 'chi', 'scene', 'widow', 'shang', 'black', 'added']"
True,2021-11-29T03:54:12.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465167182694961155,retweeted,"['fan', 'rt', 'content', 'join', 'lot', 'widow', 'black', ')', 'super', 'hot']"
False,2021-11-29T03:53:25.000Z,in,@fucias kan di post credit black widow dia kayak ada dendam sama hawkeye,1465166986678128650,replied_to,"['credit', 'dendam', 'post', 'kan', 'kayak', 'sama', 'widow', 'black', 'dia', 'hawkeye', 'di', 'ada']"
False,2021-11-29T03:53:19.000Z,en,Twinnym50MC BLACK=WIDOW=MARK LEE MCCORMICK CONNELL RAFTBONE HOSPITABLE CAUGHT PRAY I MAKE IT TO GIVE TO PRO https://t.co/SseAMoH72B,1465166959188840449,,"['black=widow=mark', 'make', 'pray', 'twinnym50mc', 'caught', 'raftbone', 'mccormick', 'hospitable', 'give', 'connell', 'lee', 'pro']"
False,2021-11-29T03:52:14.000Z,es,"@camilin_pelukin @DarechiZ @TheSpeedster05 Black widow debió ser una película de origen, que es eso de un villano que es poderoso por sus hormonas masculinas XDDD Y NI HABLAR DE WANDAVISION, honestamente casi me quedo dormido los primeros caps, los chistes en su mayoría son malisimos como el de visión con la papaya",1465166687213395975,replied_to,"['un', 'ser', 'como', 'que', 'poderoso', 'pelicula', 'son', 'origen', 'pelukin', 'una', 'en', 'masculinas', 'honestamente', 'la', 'dormido', 'por', 'los', 'debio', 'hablar', 'con', 'primeros', 'hormonas', 'sus', 'malisimos', 'casi', 'xddd', 'ni', 'de', 'chistes', 'vision', 'quedo', 'cap', 'mayoria', 'e', 'eso', 'wandavision', 'widow', 'su', 'black', 'el', 'villano', 'papaya']"
False,2021-11-29T03:50:16.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465166193778728964,retweeted,"['rt', 'anal', 'oral', 'never', 'pool', '!', 'decided', 'perse', 'get', 'slave', 'slut', 'fun', 'villa', 'use']"
False,2021-11-29T03:49:54.000Z,en,@ClumpyPro razor black widow v2 tournament edition,1465166102246395908,replied_to,"['v2', 'razor', 'widow', 'black', 'tournament', 'edition']"
False,2021-11-29T03:49:00.000Z,en,"RT @sawakatecos: Some of you like my Black Widow cosplay so maybe you'll also like my Patre0n page 

https://t.co/KwjV0Jesvs https://t.co/K…",1465165873069522945,retweeted,"['also', 'cosplay', 'rt', 'patre0n', 'page', 'widow', 'like', 'black', 'maybe']"
False,2021-11-29T03:48:31.000Z,en,Need to pee but there’s a giant black widow living behind the toilet considering the bushes out back v strongly,1465165752688791558,,"['strongly', 'living', 'v', 'pee', 'behind', 'toilet', 'giant', 'widow', 'black', 'considering', 'bush', 'back', 'need']"
True,2021-11-29T03:48:17.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465165693947625472,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T03:47:37.000Z,es,"Me cagó en todoOoO no tengo entradas para Spiderman. 

Me wa ver black widow pa pasar la pEna",1465165526213218308,,"['la', 'pa', 'entradas', 'para', 'pasar', 'widow', 'todoooo', 'tengo', 'black', 'pena', 'ver', 'wa', 'spiderman', 'cago', 'en']"
False,2021-11-29T03:46:42.000Z,en,"RT @Bisleri_maymer: No One 

MCU to Toni Stark and Black Widow before Endgame : https://t.co/enA4ch24uK",1465165297246097408,retweeted,"['mcu', 'one', 'rt', 'endgame', 'stark', 'toni', 'widow', 'black', 'maymer']"
False,2021-11-29T03:45:58.000Z,es,"@Its_Infinait @DarechiZ @TheSpeedster05 Jajajajaj literal les gustó mas WandaVision por el romance y toda esa huevada, cuando fue muy mala, te puede gustar, si, pero despreciar a las otras y alabar a esa naaaa. Black Widow literal fue muy innecesaria, lo único útil fue introducir a Yelena",1465165110234820612,replied_to,"['infinait', 'puede', 'gusto', 'le', 'introducir', 'fue', 'mala', 'toda', 'esa', 'naaaa', 'por', 'la', 'ma', 'romance', 'innecesaria', 'jajajajaj', 'pero', 'literal', 'unico', 'yelena', 'cuando', 'muy', 'despreciar', 'te', 'util', 'otras', 'alabar', 'huevada', 'wandavision', 'gustar', 'widow', 'lo', 'el', 'black', 'si']"
False,2021-11-29T03:44:28.000Z,es,Cada que veo infinity war me da tristeza por Nat y lo que paso en Black Widow y siempre pienso que Steve se sintió culpable de que indirectamente separó al equipo y no reaccionaron a tiempo. https://t.co/BqbaDbU9FY,1465164733351436292,,"['que', 'veo', 'equipo', 'se', 'cada', 'en', 'steve', 'infinity', 'por', 'nat', 'al', 'siempre', 'separo', 'war', 'culpable', 'paso', 'de', 'reaccionaron', 'pienso', 'tiempo', 'lo', 'widow', 'indirectamente', 'black', 'da', 'sintio', 'tristeza']"
False,2021-11-29T03:44:15.000Z,es,En infinity war por un momento nos presentan a black widow más capaz que scarlet witch. Ya que la primera pudo hacerle frente y hasta herir a corvus y la segunda no podía contra proxima midnight,1465164680721321987,,"['un', 'que', 'frente', 'segunda', 'capaz', 'proxima', 'witch', 'en', 'la', 'infinity', 'por', 'ya', 'presentan', 'ma', 'no', 'hacerle', 'midnight', 'war', 'contra', 'primera', 'herir', 'pudo', 'corvus', 'scarlet', 'podium', 'widow', 'black', 'hasta', 'momento']"
False,2021-11-29T03:44:12.000Z,en,@BlacXicanGaymer I still haven't watch Black Widow. https://t.co/vIHFnPG4EG,1465164664967368713,replied_to,"['still', 'black', 'widow', 'watch']"
False,2021-11-29T03:44:05.000Z,en,"THE AVENGERS RECAST: Robert Redford as Iron Man, Woody Harrelson as Captain America, Harrison Ford as Thor, Chris Pratt as the Hulk, Evangeline Lilly as Black Widow, Bryan Cranston as Hawkeye and Christopher Walken as Nick Fury",1465164635632390158,,"['pratt', 'woody', 'christopher', 'avenger', 'hulk', 'walken', 'fury', 'cranston', 'man', 'captain', 'america', 'lilly', 'hawkeye', 'ford', 'chris', 'recast', 'harrelson', 'evangeline', 'nick', 'thor', 'robert', 'redford', 'bryan', 'harrison', 'widow', 'iron', 'black']"
False,2021-11-29T03:43:56.000Z,en,"RT @MauLer93: Black Widow: An Unbridled Catastrophe

https://t.co/ltNAGZ9Aw9",1465164597636206595,retweeted,"['rt', 'unbridled', 'widow', 'catastrophe', 'black']"
False,2021-11-29T03:43:41.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465164535220695042,retweeted,"['offline', 'to', 'rt', 'man', '(', 'marvel', 'captain', 'everline', 'q', 'iron', '211128', 'sangyeon', ')', 'boyz', 'hero', 'america']"
False,2021-11-29T03:42:58.000Z,es,"Todas las películas de 2021 de Disney están en tendencia en #DisneyPlus Raya, Cruella, Luca, Black Widow, Jungle Cruise y Shang-Chi 😳",1465164356535132167,,"['luca', 'peliculas', 'raya', 'de', 'la', 'tendencia', 'cruella', 'cruise', 'chi', 'widow', 'shang', 'black', 'jungle', 'disney', 'toda', 'estan', '2021', 'en']"
False,2021-11-29T03:42:06.000Z,en,"@Jonnschocos Whereas Marvel has Iron Man, Spider-Man, Wolverine, Black Widow, Deadpool, Dr. Doom, Black Panther, Phoenix, Thanos, Captain America, Storm, Hulk, the Fantastic Four, Thor, and Doctor Strange who I'd say are all iconic.",1465164138204782600,replied_to,"['would', 'phoenix', 'iconic', 'marvel', 'doom', 'say', 'hulk', 'doctor', 'dr', 'four', 'man', 'fantastic', 'captain', 'wolverine', 'america', 'storm', 'thor', 'I', 'whereas', 'panther', 'widow', 'deadpool', 'iron', 'black', 'strange', 'spider', 'thanos']"
False,2021-11-29T03:42:03.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465164126737424385,retweeted,"['rt', 'flying', 'avenger', 'widow', 'black', 'rest']"
False,2021-11-29T03:41:15.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465163921745055753,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T03:40:50.000Z,en,"wandavision, black widow, eternals https://t.co/BXVCDiQX6o",1465163820364566532,quoted,"['widow', 'black', 'eternals', 'wandavision']"
False,2021-11-29T03:40:04.000Z,es,"Me vi Black Widow y Shang-Chi y ambas me parecieron buenas peeeero nunca entendí las referencias, bueno, pocas. Me abruma el MCU. 😵‍💫😵‍💫",1465163627225305089,,"['mcu', 'nunca', 'vi', 'ambas', 'peeeero', 'la', 'chi', 'abruma', 'widow', 'shang', 'black', 'referencias', 'el', 'bueno', 'entendi', 'buenas', 'parecieron', 'pocas']"
False,2021-11-29T03:39:57.000Z,en,"@RealBrianCutter Meanwhile, Captain America and Black Widow exposed every undercover agent, every resource, every person in witness protection, addresses for all SHIELD's contacts and current/former employees, AND all of the secrets of a US intelligence agency. And killed people w/o jurisdiction.",1465163598007787527,replied_to,"['agent', 'contact', 'address', 'killed', 'person', 'secret', 'captain', 'undercover', 'america', 'protection', 'people', 'exposed', 'intelligence', 'agency', 'jurisdiction', 'witness', 'u', 'w/o', 'current/former', 'shield', 'meanwhile', ""'s"", 'employee', 'widow', 'black', 'resource', 'every']"
False,2021-11-29T03:39:50.000Z,pt,"Que sonho a @IGGYAZALEA regravando Black Widow com a Katy, moraria no 1#",1465163566160527364,,"['moraria', 'que', 'regravando', 'sonho', 'com', '1', 'widow', 'katy', '#', 'black']"
False,2021-11-29T03:39:41.000Z,es,"@MarceloOpen Por cierto - alguien tendria que contar como ""quedaron"" los hijos de Nequi Galotti y la hija Mora Furtado luego que la Gold Digger / Black Widow de Ana Soriana los dejo casi homeless. Ahora tiene un nuevo ""pretendiente"" de unos casi 70 anos.",1465163530265636874,replied_to,"['un', 'unos', 'hijos', 'como', 'que', 'dejo', 'cierto', 'soriana', 'nequi', 'galotti', 'la', 'los', 'por', 'furtado', 'hija', 'pretendiente', 'ana', 'digger', '70', 'ano', 'casi', 'luego', 'de', 'alguien', 'ahora', 'gold', 'mora', 'tendria', 'quedaron', '/', 'contar', 'widow', 'tiene', 'black', 'homeless', 'nuevo']"
False,2021-11-29T03:38:52.000Z,en,BRUH i was illegally streaming malignant and watched like half way through and realized this shit was black widow lmfao,1465163325881339911,,"['shit', 'malignant', 'lmfao', 'realized', 'illegally', 'widow', 'streaming', 'watched', 'like', 'way', 'black', 'bruh', 'half']"
True,2021-11-29T03:38:43.000Z,en,"RT @lure_lady: -50% OFF 🙀 ALL VIDEOS❗️
👉https://t.co/amZIHZwlVf https://t.co/OagfrkciVx",1465163284798001152,retweeted,"['rt', '%', 'video', '50', 'lady']"
False,2021-11-29T03:38:32.000Z,en,@starforcebinary I can see them put Kate in BLACK WIDOW 2 tho,1465163237985427460,replied_to,"['kate', '2', 'widow', 'black', 'see', 'tho', 'put']"
